Mælk,Absorbance 1,Absorbance 2,dilution_grade,Gennemsnittet,mg protein,% protein,Forventet,%afvigelse
Soja,0.1,0.123,10.0,0.1115,0.0625762949715359,0.625762949715359,3.7,-491.27821512651406
